,sample_id,catalog_content,image_link,price
44006,200969,"Item Name: MadeGood Snickerdoodle Crunchy Cookies (6 Boxes, 7oz Each) Organic and Gluten Free Snacks
Bullet Point 1: Contains 6 (7oz) boxes of NEW MadeGood Snickerdoodle Cookies, now with an improved texture and taste.
Bullet Point 2: SNICKERDOODLE: MadeGood Cookies are organic, gluten-free, vegan, and non-GMO. Indulge in a snack that both tastes good and is made good.
Bullet Point 3: WHOLESOME INGREDIENTS: cookies that deliver nutrients from vegetable extracts in each serving and are a good source of vitamin D.
Bullet Point 4: FREE FROM TOP 9 ALLERGENS: snacks that are made to share, these cookies are baked in a dedicated nut-free facility.
Bullet Point 5: INDULGE: with these deliciously crunchy cookies that are perfect for a late night treat or mid-day pick me up!
Product Description: Indulge in MadeGood's Snickerdoodle Cookies, the better-for-you treat designed for sharing moments of delight! With an improved texture and deliciously crunchy bite, these tasty cookies boast enhanced flavor and are crafted in a dedicated nut-free facility. Packed with wholesome, organic ingredients and nutrients from vegetable extracts, they're a good source of vitamin D. Gluten-free and oh-so-cinnamon, these delights are thoughtfully made for those who love to share joy, laughter, and, of course, cookies! Time to treat yourself and spread the sweetness. MadeGood was started to share a family's love for good snacks, but it was also started to do some good in the world. Good is for everyone – high standards, quality, and transparency. We're committed to baking better snacks right down to the carbon footprint. Contains 6 x 7oz Boxes.
Value: 6.0
Unit: Count
",https://m.media-amazon.com/images/I/71gSp6h640L.jpg,4.89
62421,73382,"Item Name: Herr’s Hot Cheese Curls, 1 Ounce (Pack of 42)
Product Description: Gluten free. Made with real cheese. You're going to love the twist we've put on this old favorite! Made from pure corn meal and baked to a puffy perfection, our Hot Cheese Curls have the same crispy goodness as out regular cheese curls but are seasoned with a special blend of savory cheeses and sizzling spices. Like all of our other quality products, they're made with only the finest ingredients. This taste sensation is sure to be a hit with anyone who has an appetite for exciting flavors! - Ed Herr President/CEO. Live life with flavor! This package is sold by weight. When product is packaged, bag is full. Some settling will occur during shipment. Freshness guaranteed until printed date. www.herrs.com. 1-800-523-5030 Call weekdays 9 am to 5 pm EST or visit www.herrs.com. Sends Herr's anywhere: www.herrs.com.
Value: 42.0
Unit: Ounce
",https://m.media-amazon.com/images/I/816kHtFoCcL.jpg,94.99
67164,238290,"Item Name: Built Bar, Puff Protein Bars, Peanut Butter Puff, 17g Protein Snacks, On-The-Go Bars, Only 150 Calories, 6g Sugar, Collagen, Gluten Free, 12 Count
Bullet Point 1: PROTEIN PACKED: Built Puffs bring 17g of vital protein, making it one of the best protein bars supporting your workout. Enjoy protein bars for all-day energy
Bullet Point 2: DELICIOUS FLAVOR PROFILE: Savor the flavor of these Built Puff protein bars, a delightful treat among protein snacks and great snacks for adults
Bullet Point 3: GUILT-FREE PROTEIN SNACKS: With only 150 calories & 6g Sugar, Built Bar Puffs stand out as a low calorie and low sugar snacks when compared to other snack options like candy bars. Enjoy these without sacrificing on taste or goals.
Bullet Point 4: IDEAL FOR ON-THE-GO: Easy to add these amazing sports nutrition protein bars to your busy routine. These bulk protein bars are great, better for you snacks for on-the-go lifestyles. Great choice of protein snacks for healthy adults.
Bullet Point 5: SMOOTH TASTE: Built Puff protein packed snacks are designed to have a smooth taste without a chalky aftertaste
Product Description: These Built Puff protein bars offer the ideal blend of a light, fluffy texture and rich chocolate, making them great for anyone seeking healthy protein bars. Each bar is carefully crafted with low sugar content, yet packs a punch with ample protein to help keep you energized throughout the day. Our low carb protein bars are great for adhering to your lifestyle without skimping on taste. These protein bars are not only a treat for your taste buds but also a great source of nutrition, making them a great choice for high protein snacks or meal replacement bars. Available in convenient protein bars bulk packs, they are designed to keep you stocked up. This snack bar has the vital protein and pure nutrients that will help increase your energy. Great for a meal replacement or a quick snack after bulking up from lifting barebells at the gym. Each bite delivers a satisfying taste while meeting your dietary goals. Set aside your quest for a healthier option, our bars provide a clean, nutritious alternative with proteins that help boost your energy levels.
Value: 16.92
Unit: Ounce
",https://m.media-amazon.com/images/I/81p0z8EBwpL.jpg,29.99
10145,291841,"Item Name: EnviroKidz Organic Gorilla Munch Cereal, 23 oz (Pack of 6), Corn Puffs, Gluten Free, Earth Friendly Packaging, by Nature's Path
Bullet Point 1: Contains: 6 Bags of EnviroKidz Gorilla Munch Cereal, 23 ounces each
Bullet Point 2: What makes EnviroKidz the best kids cereal? We keep it simple and healthy. Containing just 4 non-GMO ingredients, certified organic, and with no artificial flavors, colors or preservatives, we’re also gluten free. As part of the Nature’s Path family, our uncompromised drive for nutrition and taste means a deliciously healthy breakfast for kids
Bullet Point 3: We’re taking action to educate kids about endangered animals and habitat conservation, providing them with tools to make a difference in their own backyard
Bullet Point 4: Gorilla Munch celebrates the majestic mountain gorilla, critically endangered due to poaching and habitat destruction, and in our kids’ lifetime, could be gone. Since we launched in 2001, we’ve donated a portion of sales from every EnviroKidz product, and because of people like you, we’ve put over $3 million dollars to help these endangered species that we so love.
Bullet Point 5: Our unique ECO pac is a larger, recyclable bag without the box, which helps us to eliminate unnecessary waste, and allows us to pass the savings on to you, offering you the best value for money.
Value: 69.0
Unit: ounce
",https://m.media-amazon.com/images/I/71ZALuWNJ+L.jpg,27.585
58139,46045,"Item Name: Werther's Original Creamy Caramel Filled Hard Candies (2.65oz) Single Pack
Bullet Point 1: WERTHER'S ORIGINAL
Bullet Point 2: Creamy Caramel Filled
Bullet Point 3: Hard Candies
Bullet Point 4: 2.65oz single pack
Bullet Point 5: Made in Germany
Product Description: Classic Hard Caramel Candy with Creamy Filling.
Value: 2.8
Unit: Ounce
",https://m.media-amazon.com/images/I/91sKiyMTp3L.jpg,7.925
12270,28628,"Item Name: MELTZER'S Peppermint Puremints, 1.76 OZ
Bullet Point: Gluten Free
Product Description: Meltzer's Peppermint Puremints Pastilles Are Deliciously Minty And Not Overly Sweet. They Feature Custom Peppermint Oil, Grown In The Fertile Pacific Northwest.
Value: 1.76
Unit: Ounce
",https://m.media-amazon.com/images/I/71pNgPgT5lL.jpg,10.21
1552,199552,"Item Name: Kool-Aid Kraft Beverage, Tropical Punch, 0.16 Ounce (Pack of 192)
Product Description: Kraft Kool Aid Tropical Punch Beverage, 0.16 Ounce -- 192 per case. Single-serve sticks packed in 192 sticks per case. 30 calories per serving. 50% less sugar than regular Kool-Aid when made according to directions. Good source of vitamins c and E.
Value: 192.0
Unit: Count
",https://m.media-amazon.com/images/I/21cbE+eBx-L.jpg,84.52
42206,35821,"Item Name: Creative Converting Touch of Color Crepe Paper Streamer Roll, 81-Feet, Purple
Bullet Point 1: 81-Foot crepe paper streamer roll in Purple
Bullet Point 2: Easy to use; cut to desired length
Bullet Point 3: Made in the USA
Bullet Point 4: Look for color-coordinated plates, napkins, cups, cutlery and table covers
Bullet Point 5: Consistent high quality, color matching and attention to detail in every Creative Converting Touch of Color product
Value: 1.0
Unit: Count
",https://m.media-amazon.com/images/I/41LvzV-xGAL.jpg,6.29
17603,144924,"Item Name: Danish Pastry Rooibos Tea (Loose) (8 oz, ZIN: 532793) - 3 Pack
Bullet Point 1: Our Danish Pastry Rooibos Tea is a delightful flavored Rooibos tea with Cinnamon Chips, Cocoa Nibs and Nutmeg that you will really enjoy! The unique Danish Pastry aroma and taste is a delight! - Ingredients: Rooibos tea, Cinnamon Chips, Cocoa Nibs, Nutmeg and Natural Danish Pastry Flavor.
Bullet Point 2: No fillers.
Bullet Point 3: Manufacturer: TerraVita
Bullet Point 4: Size: 8 oz
Bullet Point 5: Loose Leaf Rooibos Tea - Packed in a convenient upright pouch!
Product Description: Our Danish Pastry Rooibos Tea is a delightful flavored Rooibos tea with Cinnamon Chips, Cocoa Nibs and Nutmeg that you will really enjoy! The unique Danish Pastry aroma and taste is a delight! - Ingredients: Rooibos tea, Cinnamon Chips, Cocoa Nibs, Nutmeg and Natural Danish Pastry Flavor. - Hot tea brewing method: Bring freshly drawn cold water to a rolling boil. Place 1 teaspoon of tea for each desired cup into the teapot. Pour the boiling water into the pot, cover and let steep for 2-4 minutes. Strain and pour into your cup; add milk and natural sweeteners to taste. - Iced tea brewing method: (to make 1 liter/quart): Place 5 teaspoons of tea into a teapot or heat resistant pitcher. Pour 1 1/4 cups of freshly boiled water over the tea itself. Steep for 5 minutes. Fill a serving pitcher with 1/4 cold water. Strain and pour the tea into the serving pitcher Add ice and top-up with cold water. Sweeten and garnish to taste. - TerraVita is an exclusive line of premium-quality, natural source products that use only the finest, purest and most potent ingredients found around the world. TerraVita is hallmarked by the highest possible standards of purity, potency, stability and freshness. All of our products are prepared with the highest elements of quality control, from raw materials through the entire manufacturing process, up to and including the moment that the bottles or bags are sealed for freshness and shipped out to you. Our highest possible standards are certified by independent laboratories and backed by our personal guarantee. - TerraVita exists to meet and ensure your family's health and wellness without the harmful effects of chemicals and health products. We strive to make all of our products affordable and reliable and are constantly searching the market to mainta
Value: 24.0
Unit: Ounce
",https://m.media-amazon.com/images/I/814KkDR948L.jpg,81.28
57952,18066,"Item Name: Cilantro Yerba Mate Tea (50 tea bags, ZIN: 549718) - 2 Pack
Bullet Point 1: Our Cilantro Yerba Mate tea is a scrumptuous all-natural flavored Yerba Mate coffee substitute with Cilantro that will refresh you with its terrific taste! You will enjoy the earthy and acidity-free Cilantro aroma and flavor again and again! - Ingredients: Yerba Mate, Cilantro and Natural Cilantro Flavor.
Bullet Point 2: No fillers.
Bullet Point 3: Manufacturer: TerraVita
Bullet Point 4: Size: 50 tea bags
Bullet Point 5: Yerba Mate Tea Bags - Packed in a convenient upright pouch!
Product Description: Our Cilantro Yerba Mate tea is a scrumptuous all-natural flavored Yerba Mate coffee substitute with Cilantro that will refresh you with its terrific taste! You will enjoy the earthy and acidity-free Cilantro aroma and flavor again and again! - Ingredients: Yerba Mate, Cilantro and Natural Cilantro Flavor. - Hot tea brewing method: Bring freshly drawn cold water to a rolling boil. Place 1 teabag for each desired cup into the teapot. Pour the boiling water into the pot, cover and let steep for 2-4 minutes. Pour into your cup; add milk and natural sweeteners to taste. - Iced tea brewing method: (To make 1 liter/quart): Place 5 teabags into a teapot or heat resistant pitcher. Pour 1 1/4 cups of freshly boiled water over the teabags. Steep for 5 minutes. Quarter fill a serving pitcher with cold water. Pour the tea into the serving pitcher. Add ice and top up with cold water. Garnish and sweeten to taste. - TerraVita is an exclusive line of premium-quality, natural source products that use only the finest, purest and most potent ingredients found around the world. TerraVita is hallmarked by the highest possible standards of purity, potency, stability and freshness. All of our products are prepared with the highest elements of quality control, from raw materials through the entire manufacturing process, up to and including the moment that the bottles or bags are sealed for freshness and shipped out to you. Our highest possible standards are certified by independent laboratories and backed by our personal guarantee. - TerraVita exists to meet and ensure your family's health and wellness without the harmful effects of chemicals and health products. We strive to make all of our products affordable and reliable and are constantly searching the market to maintain our affordability
Value: 100.0
Unit: Count
",https://m.media-amazon.com/images/I/81RJlHYFJJL.jpg,64.31
16058,155258,"Item Name: Amoretti Premium Syrup, Tangerine, 25.4 Ounce
Bullet Point 1: Made with Natural Flavors
Bullet Point 2: Naturally Flavored and Preservative Free
Bullet Point 3: 94 Servings Per Bottle/35 Calories Per Serving
Bullet Point 4: Delicious syrup for latte, tea, coffee, smoothies, italian soda and desserts
Bullet Point 5: Proudly Handcrafted in Southern California
Value: 25.4
Unit: ounce
",https://m.media-amazon.com/images/I/61YFtDEfn5L.jpg,23.98
24185,170520,"Item Name: Hulled Barley 5 Pounds (dehulled) USDA Certified Organic Non-GMO Bulk, Product of USA, Mulberry Lane Farms
Bullet Point 1: Fresh from the farm. Grown in the USA! High in beta glucans!
Bullet Point 2: USDA Certified Organic, Non-GMO. Certified organic by Global Organic Alliance (GOA)
Bullet Point 3: Ships bulk; saves you money! Minimalist packaging!
Bullet Point 4: Outer coarse husk removed.
Bullet Point 5: Appetite suppressant. Fills you up and great for health too!
Product Description: Hulled Barley.
Value: 80.0
Unit: Ounce
",https://m.media-amazon.com/images/I/61+lofwGXoL.jpg,28.99
52534,27458,"Item Name: Roland Foods Premium Smoked Large Oysters in Oil, Wild Caught, 3 Oz Tin
Bullet Point 1: WILD CAUGHT: Our oysters are canned in sunflower oil, are sustainably caught in the Pacific ocean, and cured in cherrywood smoke
Bullet Point 2: MILD FLAVOR AND FIRM TEXTURE: Roland Food's Premium Oysters have a dark brown color, mild flavor, and firm texture for the perfect snack
Bullet Point 3: READY TO EAT: Our handpacked fancy oysters are ready to snack right form the tin
Bullet Point 4: NO SAUCE NEEDED: Our oysters are delicious without sauce, add a few drops of lemon juice and fresh cracked pepper for a savory treat
Bullet Point 5: RECIPE INSPIRATIONS: Premium oysters are great in stuffings, stews, soups, as hors d'oeuvres, or as a snack
Value: 3.0
Unit: Ounce
",https://m.media-amazon.com/images/I/819Kwi2XElL.jpg,9.99
64764,165502,"Item Name: Food to Live - Raw Brazil Nuts, 1 Pound Non-GMO Verified, Raw, Whole, No Shell, Unsalted, Kosher, Vegan, Keto and Paleo Friendly, Bulk, Good Source of Selenium, Low Sodium and Low Carb Food.
Bullet Point 1: ✔️Brazil Nuts from Food to Live are 100% natural, and are ready to eat and make a great snack.
Bullet Point 2: ✔️Their deliciously rich flavor makes Brazil nuts an excellent addition to desserts and other dishes.
Bullet Point 3: ✔️Food to Live Brazil nuts are shelled and raw, you can roast and flavor them to your taste.
Bullet Point 4: ✔️Wonderful source of selenium and many essential minerals, these nuts are great for you.
Bullet Point 5: ✔️Packed in a resealable bag that will keep your Brazil nuts fresh for many months.
Product Description: Brazil nuts are full of flavor and nutrients. You can snack on them raw at any time, even if you are on a diet. These delicious nuts are packed with dietary fiber and proteins. Nutritional Value Our Brazil nuts are of the highest quality and full of essential nutrients, such as vitamin E, copper, and magnesium. They are also the best source of selenium, one of the most potent natural antioxidants. 3-4 nuts are enough to meet your daily requirement of this precious mineral. Directions Food to Live Whole Brazil Nuts can be eaten raw, sprinkled over fruit or vegetable salads, and added to soups and vegetable dishes. They taste exceptionally well in desserts and confections. This product is processed in a facility that also processes wheat. WARNING: Contains Tree Nuts!
Value: 16.0
Unit: Ounce
",https://m.media-amazon.com/images/I/51MZTj12AtL.jpg,23.225
